cost,cuisine,link,location,name,promoted,rating,review_count,review_link
$    $,American,,Carroll Gardens,Brooklyn Farmacy And Soda Fountain,,,,
$    $,Mexican,,Passaic,Las Tres Islas 2,,,,
$    $    $    $,American,,Rochelle Park,Oak Ale House,,,,
$    $,American,,Bronx,Sandwedge Grille,,,,
$    $,American,,Carroll Gardens,Purbird,,,,
$    $,American,,Bayonne,Truck Stop Diner,,,,
$    $,Fusion / Eclectic,,Carroll Gardens,Ferdinando's Focacceria,,,,
$    $,Chinese,,Glendale,Mr. Chow,,,,
$    $,American,,Middle Village,Bella Caracas Cafe Incorporated,,,,
$    $,American,,Bronx,Olive Home Spice Cuisine,,,,
$    $,French,,Cobble Hill,Jolie Cantina,,,,
$    $,Italian,,Cobble Hill,Mama Maria's Restaurant,,,,
$    $,Grill,,Middle Village,Rico's Chicken Corp,,,,
$    $,Thai,,Prospect Heights,Fulton Thai Restaurant,,,,
$    $    $,American,,Fort Greene,Atlantic Social,,3.6 stars out of 5,(47),https://www.opentable.com/r/atlantic-social-brooklyn?corrid=f7e5b99d-005e-4600-9b60-a3a35a5815d8#reviews
$    $,Chinese,,Passaic,New China,,,,
$    $,Eastern European,,Glendale,Pravue Cafe Sal,,,,
$    $,Pizzeria,,Clinton Hill,Emily,,4.9 stars out of 5,(7),https://www.opentable.com/r/emily-brooklyn?corrid=f7e5b99d-005e-4600-9b60-a3a35a5815d8#reviews
$    $,Caribbean,,Bronx,Chris Jamaica Restaurant,,,,
$    $    $    $,Café,,Flushing,Debasaki,,,,
$    $,Indian,,Cobble Hill,Dosa Royale,,,,
$    $,Kosher,,Fort Greene,Israel Restaurant,,,,
$    $,Sushi,,Flushing,Yu Sushi Bar 168inc,,,,
$    $    $,Seafood,,Carroll Gardens,Petite Crevette,,,,
$    $,American,,Flushing,Tyl 88 Restaurant,,,,
$    $,Chinese,,Flushing,China Bar,,,,
$    $,Chinese,,Flushing,China Moon Llc,,,,
$    $,Chinese,,Glendale,Everyday Chinese Resturant,,,,
$    $    $,American,,Cobble Hill,Battersby,,4.6 stars out of 5,(98),https://www.opentable.com/battersby?corrid=f7e5b99d-005e-4600-9b60-a3a35a5815d8#reviews
$    $,American,,Bronx,Royal Coach Diner,,,,
$    $    $,Italian,,Carroll Gardens,Brooklyn Buschenschank,,,,
$    $,Asian,,Rochelle Park,Dragons Garden,,,,
$    $    $,Japanese,,Rego Park,Sato Japanese Cuisine - Permanently Closed,,,,
$    $,French,,Carroll Gardens,Francesco Pizza,,,,
$    $,American,,Rochelle Park,Saddle Brook Diner,,,,
$    $,American,,Bedford / Stuyvesant,King Food Restaurant,,,,
$    $,Chinese,,Flushing,New Shanghai Tide Restaurant,,,,
$    $,American,,Flushing,Kato Cafe Incorporated,,,,
$    $,Chinese,,Fort Greene,Sing Wah Kitchen,,,,
$    $,Grill,,Carroll Gardens,Bar Bruno,,,,
$    $,Indian,,Glendale,Palace Of India,,,,
$    $,American,,Glendale,International Coffee Shop,,,,
$    $,Bar / Lounge / Bottle Service,,Prospect Heights,Billboard Lounge,,,,
$    $,Japanese,,Flushing,Sunrise Japanese Restaurant Surprise Incorporated,,,,
$    $,Café,,Bedford / Stuyvesant,Joloff Restaurant,,,,
$    $,American,,Flushing,Bada Eyagi Cyber Cafe,,,,
$    $,Chinese,,Flushing,Congee Village Restaurant & Bar,,,,
$    $,American,,Garfield,The Cotillion,,,,
$    $,American,,Belleville,Cappelluti's Deli,,,,
$    $,Spanish,,Clifton,Sevilla,,,,
$    $,African,,Bronx,Maddy's African Restaurant,,,,
$    $,American,,Jersey City,May May Kitchen,,,,
$    $,Chinese,,Jersey City,Henry Wok,,,,
$    $,Asian,,Flushing,Asian Juice Seafood Restaurant,,,,
$    $,Sushi,,Rego Park,Sushi 33,,,,
$    $,African,,Bedford / Stuyvesant,Restaurant Abijan,,,,
$    $,Thai,,Cobble Hill,Joya,,,,
$    $,Italian,,Carroll Gardens,Caruso Pizzeria Restaurant,,,,
$    $    $    $,Thai,,Cobble Hill,Pok Pok Phat Thai - NY,,,,
$    $,Indian,,Clinton Hill,Bombay Heights,,,,
$    $    $,Contemporary American,,Bedford / Stuyvesant,Speedy Romeo - Brooklyn,,4.7 stars out of 5,(120),https://www.opentable.com/r/speedy-romeo-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Italian,,Bedford / Stuyvesant,Kalbaj Astrit,,,,
$    $,American,,Rego Park,Rego Park Cafe,,,,
$    $,Italian,,Cobble Hill,Laylajones Pizza Restaurant,,,,
$    $    $,Café,,Cobble Hill,Carroll Gardens Classic Diner,,,,
$    $    $,American,,Jersey City,Applebee's - Jersey City,,,,
$    $,American,,Clifton,Driscoll Foods,,,,
$    $,American,,Bedford / Stuyvesant,King Men,,,,
$    $,Middle Eastern,,Clinton Hill,Black Iris,,,,
$    $,Chinese,,Rego Park,J & C Chinese Rest,,,,
$    $,Mexican,,Glendale,Super Pollo,,,,
$    $,Italian,,Flushing,Amore Pizzeria,,,,
$    $,American,,Clinton Hill,Primula Cafe,,,,
$    $,Kosher,,Rego Park,Bens Best Kosher Delicatessen,,,,
$    $,French American,,Fort Greene,Endswell,,4.5 stars out of 5,(8),https://www.opentable.com/r/endswell-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $    $,Contemporary American,,Fort Greene,Prospect,,4.4 stars out of 5,(436),https://www.opentable.com/r/prospect-brooklyn-2?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Japanese,,Flushing,Teriyaki One,,,,
$    $    $,Contemporary American,,Clinton Hill,The Finch,,4.6 stars out of 5,(196),https://www.opentable.com/the-finch?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Steakhouse,,Clinton Hill,The Speakeasy,,,,
$    $,American,,Flushing,Uncle Bills Fool Corporation,,,,
$    $,Italian,,Bedford / Stuyvesant,La Mocanita Maria Rest.,,,,
$    $,Contemporary Italian,,Clinton Hill,Aita,,4.8 stars out of 5,(2),https://www.opentable.com/aita?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Steakhouse,,Cobble Hill,Monterone Inc,,,,
$    $,Grill,,Lodi,Charlie Bloods,,,,
$    $,Kosher,,Rego Park,Marani Restaurant,,4.6 stars out of 5,(19),https://www.opentable.com/marani-restaurant?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,American,,Cobble Hill,Ugly Duckling,,4.4 stars out of 5,(12),https://www.opentable.com/r/ugly-duckling-new-york?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,American,,Glendale,Wans Garden,,,,
$    $,Southern,,Passaic,Big Mama's Soul Food Express,,,,
$    $,Indian,,Boerum Hill,Masala Grill,,3.7 stars out of 5,(12),https://www.opentable.com/r/masala-grill-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Greek,,Jersey City,Gyro Stop Restaurant,,,,
$    $,Italian,,Glendale,Italo Mex Pizza & Dolceria,,,,
$    $,Thai,,Cobble Hill,Ghang Thai Kitchen,,4.1 stars out of 5,(6),https://www.opentable.com/ghang-thai-kitchen?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,German,,Fort Greene,Der Schwartze Koelner,,,,
$    $,Mexican,,Glendale,El Montanerno Bakery & Restaurant,,,,
$    $,American,,Boerum Hill,Moon Cafe Corp,,,,
$    $,Italian,,Nutley,Piazza Margherita,,,,
$    $,Thai,,Glendale,Thai Village,,,,
$    $,Wine Bar,,Cobble Hill,June,,4.6 stars out of 5,(11),https://www.opentable.com/r/june-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Café,,Cobble Hill,Brucie,,,,
$    $,American,,Bronx,Jen's Restaurant,,,,
$    $,American,,Boerum Hill,Pardes Restaurant,,,,
$    $,American,,Carroll Gardens,Boat,,,,
$    $,American,,Jersey City,Rowenas Delight And Cakehouse,,,,
$    $,Kosher,,Rego Park,Ben's Best,,4.8 stars out of 5,(3),https://www.opentable.com/r/bens-best-new-york?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,American,,Jersey City,Ihop,,,,
$    $,Mexican,,Boerum Hill,Poquito Picante,,3.9 stars out of 5,(24),https://www.opentable.com/r/poquito-picante-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Mexican,,Cobble Hill,El Cibao Restaurant,,,,
$    $,Sushi,,Boerum Hill,Sushi Ganso,,,,
$    $,Italian,,Belleville,Italian Villa,,,,
$    $,Seafood,,Rego Park,Old Jaffa Fish House,,,(1),https://www.opentable.com/r/old-jaffa-fish-house-rego-park?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Italian,,Carroll Gardens,Pane e Vino,,,(6),https://www.opentable.com/r/pane-e-vino-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Chinese,,Glendale,Merry Land Chinese Restaurant,,,,
$    $,Chinese,,Jersey City,King Dragon,,,,
$    $,Southwest,,Glendale,New Texas Fried Chickes,,,,
$    $,Italian,,Cobble Hill,Pane e Vino - Brooklyn,,4 stars out of 5,(412),https://www.opentable.com/pane-e-vino-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Café,,Boerum Hill,Rucola - Brooklyn,,5 stars out of 5,(1),https://www.opentable.com/r/rucola-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Japanese,,Rego Park,Bamboo Ya Japanese Restaurant,,5 stars out of 5,(1),https://www.opentable.com/r/bamboo-ya-japanese-restaurant-flushing?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,American,,Bedford / Stuyvesant,Seven Pot Grill,,,,
$    $,German,,Cobble Hill,Black Forest Brooklyn-Smith Street,,,,
$    $,Italian,,Cobble Hill,Sams Restaurant,,,,
$    $,Japanese,,Boerum Hill,Ganso Yaki,,,,
$    $,Burgers,,Cobble Hill,Moo Burger Barn,,,,
$    $,French,,Cobble Hill,Quercy,,,,
$    $,Italian,,Forest Hills,Avellino Pizza Of Rego Park,,,,
$    $    $    $,American,,Glendale,Ltauha Restaurant,,,,
$    $,American,,Forest Hills,Don Alex Restaurant,,,,
$    $,Mexican,,Nutley,Paellas Cafe,,,,
$    $,American,,Fort Greene,Hank's Saloon,,,,
$    $    $,Contemporary American,,Cobble Hill,Watty & Meg,,4.3 stars out of 5,(259),https://www.opentable.com/watty-and-meg?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Mexican,,Glendale,La Flor Del Paraiso,,,,
$    $,American,,Passaic,Zeynomar,,,,
$    $,American,,Passaic,Campa City Restaurant,,,,
$    $,English,,Cobble Hill,Ceol Irish Bar & Restaurant,,,,
$    $    $    $,Gastro Pub,,Cobble Hill,Fawkner BK,,,,
$    $,American,,Glendale,Ridgewood Eats,,,,
$    $,Thai,,Carroll Gardens,Spice,,,,
$    $,American,,Bedford / Stuyvesant,King Kwok Restaurant,,,,
$    $,Thai,,Cobble Hill,Thai Festival,,3.8 stars out of 5,(1),https://www.opentable.com/r/thai-festival-brooklyn?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Seafood,,Flushing,Brother Seafood Intl Incorporated,,,,
$    $,Chinese,,Bronx,Empere Kitchen,,,,
$    $,American,,Bronx,P&p Early Bird Restaurant,,,,
$    $,Japanese,,Jersey City,Ashiya Japanese Cuisine,,,,
$    $,Mexican,,Bushwick,La Palma Restaurant,,,,
$    $,American,,Flushing,Lunch Box,,,,
$    $,Mexican,,Carroll Gardens,Alma,,,,
$    $,Grill,,Belleville,Hartleys Sports Bar & Grill,,,,
$    $,Mexican,,Glendale,Burritos & Beer Inc,,,,
$    $,American,,Rego Park,the dinerbar,,4.4 stars out of 5,(57),https://www.opentable.com/r/the-dinerbar-rego-park?corrid=65f2a9b4-0770-4da0-86bc-8835659cc3cf#reviews
$    $,Café,,Nutley,Michael's Riverside,,,,
$    $,Italian,,Bronx,Pizza & Rest Dang,,,,
$    $,Café,,Fort Greene,Houlihan's - Brooklyn,,,,
$    $    $,American,,Fort Greene,Applebee's - Brooklyn,,,,
$    $,American,,Carroll Gardens,Happy One Restaurant Incorporated,,,,
$    $,Thai,,Cobble Hill,Kor Tor Mor,,,,
$    $,American,,Bronx,Metro Cafe,,,,
$    $,American,,Nutley,San Carlo Restaurant,,,,
$    $,Japanese,,Cobble Hill,Inaka Japanese Restaurant,,,,
$    $,American,,Cobble Hill,Melody's Kitchen,,,,
$    $,Grill,,Glendale,Seneca Grill Deli Corporation,,,,
$    $,American,,Downtown Brooklyn,Kevin Resturant Pc,,,,
$    $,Seafood,,Boerum Hill,Grand Army,,4.6 stars out of 5,(40),https://www.opentable.com/grand-army?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,American,,Boerum Hill,Patty Plus Bakery & Restaurant,,,,
$    $,Sushi,,Glendale,E Chiban Sushi Incorporated,,,,
$    $    $,French,,Brooklyn Heights,French Louie,,4.5 stars out of 5,(572),https://www.opentable.com/r/french-louie-brooklyn?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,American,,Rutherford,Big Frank's Homestyle Kitchen,,,,
$    $,American,,Rego Park,Terrace On The Park,,,,
$    $,Grill,,Hackensack,Lenoras Bar And Grill,,,,
$    $,American,,Jersey City,Cafe 7,,,,
$    $,American,,Nutley,Me & Mom's Luncheonette,,,,
$    $,Japanese,,Cobble Hill,Hibino Brooklyn,,,,
$    $,American,,Bushwick,El Nuevo Caribe Rest.,,,,
$    $,Middle Eastern,,Cobble Hill,Yemen Cafe,,,,
$    $,American,,Fort Greene,Evelina,,4.7 stars out of 5,(1),https://www.opentable.com/r/evelina-brooklyn?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $    $    $,American,,Boerum Hill,Concorde,,,,
$    $,Asian,,Hackensack,P.F. Chang's - Hackensack,,4.3 stars out of 5,(39),https://www.opentable.com/r/pf-changs-hackensack?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,American,,Passaic,Garfield Diner,,,,
$    $,Chinese,,Glendale,New Apolo Restarant Ii,,,,
$    $,American,,Bedford / Stuyvesant,Good Friends Restaurant,,,,
$    $,Grill,,Middle Village,Local's Sports Bar & Grill,,,,
$    $,Italian,,Rutherford,Roma Restaurant,,,,
$    $,Steakhouse,,Hackensack,The Green Olive,,,,
$    $,Southern African,,Fort Greene,Madiba Restaurant,,4.3 stars out of 5,(198),https://www.opentable.com/madiba-restaurant?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Japanese,,Fort Greene,Karasu,,,,
$    $    $,Sushi,,Fort Greene,Sushi D,,,,
$    $,Thai,,Rochelle Park,Penang,,,,
$    $,Mediterranean,,Fort Greene,Miss Ada,,,,
$    $    $,American,,Prospect Heights,Applebee's - Brooklyn - Prospect Heights,,,,
$    $,Italian,,Boerum Hill,Angelica Pizzeria & Restaurant,,,,
$    $,Italian,,Glendale,Madisons Pizzeria,,,,
$    $,Italian,,Glendale,Italo Mex Pizza Dolceria,,,,
$    $,Seafood,,Fort Greene,Crabby Shack,,,,
$    $,Indian,,Flushing,House Of Spices India,,,,
$    $,American,,Clinton Hill,Dough,,,,
$    $,Café,,Cobble Hill,Cafe Chili,,,,
$    $,Latin American,,Fort Greene,Colonia Verde,,4.4 stars out of 5,(14),https://www.opentable.com/colonia-verde?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Chinese,,Hackensack,Hong Kong Restaurant,,,,
$    $,Italian,,Nutley,Villa Italia,,,,
$    $,Mexican,,Cobble Hill,Mexicali Restaurant,,,,
$    $,Sushi,,Boerum Hill,Kyoto Sushi,,,,
$    $,American,,Bedford / Stuyvesant,Fine Rotisseri Cafe,,,,
$    $,American,,Belleville,Sunlight Diner,,,,
$    $,Mexican,,Glendale,Taqueria Izucar,,,,
$    $,Chinese,,Passaic,Dragon's Nest,,,,
$    $,Mexican,,Glendale,El Fogon Restaurant,,,,
$    $,Chinese,,Boerum Hill,Panda Delight Chinese Restaurant,,,,
$    $,American,,Bronx,White Castle - Bronx - E Tremont Ave,,4.8 stars out of 5,(6),https://www.opentable.com/r/white-castle-bronx-e-tremont-ave-bronx?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,American,,Fort Greene,The General Greene,,3.7 stars out of 5,(56),https://www.opentable.com/the-general-greene?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Café,,Hackensack,The Cheesecake Factory - Hackensack,,,(1),https://www.opentable.com/r/the-cheesecake-factory-hackensack?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $    $,American,,Boerum Hill,Black Walnut,,3.7 stars out of 5,(23),https://www.opentable.com/r/black-walnut-brooklyn?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,American,,Clinton Hill,Rustik Tavern,,3.3 stars out of 5,(3),https://www.opentable.com/rustik-tavern?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $    $,Italian,,Fort Greene,Roman's,,,,
$    $,Chinese,,Fort Greene,New Good Joy Take Out Rest,,,,
$    $,Chinese,,Glendale,New Garden Chinese Restaurant,,,,
$    $,Greek,,Fort Greene,Olea Mediterranean Tavern,,,,
$    $,Italian,,Clinton Hill,3 Luigis Pizzeria & Restaurant,,,,
$    $,American,,Bedford / Stuyvesant,Mars Cafe,,,,
$    $    $,Sushi,,Boerum Hill,Ki Sushi,,,,
$    $    $    $,Fusion / Eclectic,,Boerum Hill,Seoul Bistro @ Holiday Inn,,,,
$    $,Contemporary French,,Downtown Brooklyn,Brasserie Seoul,,3.6 stars out of 5,(58),https://www.opentable.com/r/brasserie-seoul-brooklyn-1?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,American,,Glendale,Rosa Maria Restaurant,,,,
$    $,American,,Fort Greene,Walter's,,4.5 stars out of 5,(46),https://www.opentable.com/walters?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Gastro Pub,,Fort Greene,Brooklyn Public House,,,,
$    $,Café,,Fort Greene,Poppa's Place,,,,
$    $,Southern,,Bedford / Stuyvesant,Sugarhill Supperclub,,,,
$    $,American,,Bedford / Stuyvesant,La Villa Cafe Restaurant Llc,,,,
$    $,Chinese,,Boerum Hill,Chuangs Hing Restaurant,,,,
$    $,Turkish,,Rego Park,Blacksea Fish & Grill,,4.6 stars out of 5,(17),https://www.opentable.com/r/blacksea-fish-and-grill-rego-park?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,Café,,Bedford / Stuyvesant,Black Swan,,,,
$    $,Chinese,,Glendale,China Dish,,,,
$    $,Italian,,Jersey City,Carmines Italian Deli,,,,
$    $,Sushi,,Glendale,Sushi & Teriyaki Factory,,,,
$    $,Seafood,,Cobble Hill,Fish Tales,,,,
$    $,American,,Glendale,Victor Bar & Restaurant,,,,
$    $    $,American,,Glendale,Fair Weather,,,,
$    $,Asian,,Boerum Hill,Wild Ginger Vegan,,,,
$    $,American,,Fort Greene,Two Steps Down Restaurant,,,,
$    $,American,,Jersey City,Light Rail Cafe,,4 stars out of 5,(1),https://www.opentable.com/light-rail-cafe?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Thai,,Rochelle Park,Thai Food 2 Go Llc,,,,
$    $,Burgers,,Rego Park,Burger Express,,,,
$    $,American,,Fort Greene,Clinton Hill Restaurant,,,,
$    $,Seafood,,Fort Greene,Wallabout Seafood & Co.,,4.3 stars out of 5,(147),https://www.opentable.com/wallabout-seafood-and-co?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,American,,Clinton Hill,Mikes Coffee Shop,,,,
$    $,Mexican,,Glendale,Vaqueros,,,,
$    $,Thai,,Fort Greene,National,,,,
$    $,Sushi,,Glendale,Sushi & Teryaki Factory Inc,,,,
$    $,Gastro Pub,,Fort Greene,Mullanes Bar & Grill,,,,
$    $,Italian,,Passaic,Micheles Italian Restaurant,,,,
$    $,American,,Hackensack,L D Acepro,,,,
$    $,Italian,,Rego Park,Joe Abbraccmento Restaurant - Permanently Closed,,,,
$    $,Creole,,Fort Greene,La Caye,,4 stars out of 5,(248),https://www.opentable.com/la-caye?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,Italian,,Fort Greene,Dino,,4.1 stars out of 5,(42),https://www.opentable.com/dino-brooklyn?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Café,,Fort Greene,Black Iris,,,,
$    $,European,,Glendale,Krolewskie Jadlo - Ridgewood,,,,
$    $,Fusion / Eclectic,,Clinton Hill,Dosa Royale,,,,
$    $,Chinese,,Rego Park,Double Chinese Restaurant,,,,
$    $    $    $,Café,,Fort Greene,Hoja Santa,,,,
$    $,American,,Cobble Hill,Nature's Grill Ii,,,,
$    $,American,,Fort Greene,The Pink Tea Cup - Brooklyn,,,,
$    $,Mediterranean,,Glendale,Seneca Falafel,,,,
$    $,Italian,,Belleville,Arlington Pizza,,,,
$    $,American,,Fort Greene,Academy Restaurant,,,,
$    $,Italian,,Glendale,Mamma Italia Cucina,,,,
$    $    $,Italian,,"New Milford, New Jersey",Applebee's - Hackensack,,,,
$    $,American,,Bedford / Stuyvesant,Colador Cafe Inc,,,,
$    $    $,Contemporary French / American,,Fort Greene,Maison May,,4.4 stars out of 5,(25),https://www.opentable.com/r/maison-may-brooklyn?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,Contemporary American,,Bedford / Stuyvesant,Baron's,,4.2 stars out of 5,(25),https://www.opentable.com/barons?corrid=7612f087-a8ce-430a-9ede-b12353053936#reviews
$    $,American,,Glendale,Boobietrap,,,,
$    $,Café,,Boerum Hill,Ganso Ramen,,,,
$    $,Seafood,,Flushing,Ocean Seafood Group,,,,
$    $,American,,Bronx,Divas & Gents Cafe,,,,
$    $,Latin American,,Rego Park,Empanadas Cafe,,,,
$    $,Mexican,,Fort Greene,Pequena,,,,
$    $    $    $,German,,Fort Greene,Berlyn,,,,
$    $,Thai,,Bronx,Tanna Thai,,,,
$    $,French,,Rochelle Park,Session Bistro,,,,
$    $,Indian,,Bronx,Lash West Indian And American Cuisine,,,,
$    $,Mexican,,Rego Park,Traspatio Mexican Restaurant C,,,,
$    $,Mexican,,Hackensack,El Torreon,,,,
$    $,Italian,,Bushwick,Sapore Italiano,,,,
$    $    $,American,,Bronx,Applebee's - Bronx,,,,
$    $,French American,,Carroll Gardens,White Oak - Brooklyn - Permanently Closed,,4.1 stars out of 5,(39),https://www.opentable.com/white-oak-brooklyn?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,American,,Bushwick,White Castle - Brooklyn - Myrtle Ave.,,5 stars out of 5,(1),https://www.opentable.com/r/white-castle-brooklyn-myrtle-ave-brooklyn?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,Mexican,,Fort Greene,Mo's Fort Greene,,,,
$    $,American,,Clinton Hill,Hothouse (the),,,,
$    $,Low Country,,Cobble Hill,Voltaire,,4.3 stars out of 5,(5),https://www.opentable.com/r/voltaire-brooklyn?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
$    $,Middle Eastern,,Boerum Hill,Bedouin Tent Restaurant,,,,
$    $,American,,Downtown Brooklyn,Ihop,,,,
$    $,American,,Bedford / Stuyvesant,Healthy Mix Cafe,,,,
$    $,Chinese,,Bronx,Lees Chinese Kitchen,,,,
$    $,American,,Glendale,Spolem,,,,
$    $,American,,Boerum Hill,Misdemeanor,,,,
$    $,Mexican,,Rego Park,El Traspatio Rest.,,,,
$    $,American,,Lodi,Cafe Grill,,,,
$    $,Grill,,Glendale,Julia's Beer & Wine Bar,,,,
$    $,Barbecue,,Fort Greene,The Smoke Joint,,,,
$    $,American,,Bedford / Stuyvesant,Three And A Half Men,,,,
$    $    $,American,,Hackensack,Hooters - Hackensack,,,,
$    $,American,,Glendale,Scorpion Cafe Sportng Social Club,,,,
$    $,Mexican,,Glendale,New Mexico Place Ii,,,,
$    $,American,,Glendale,Bad Old Days (the),,,,
$    $,Grill,,Glendale,La Cantina El Dos Oros Restaurant,,,,
$    $,Italian,,Glendale,Pizza Party,,,,
$    $,American,,Jersey City,Ying Restaurant,,,,
$    $,American,,Lodi,Josef's Restaurante,,,,
$    $,Italian,,Lodi,Vitamia Pasta Boy,,,,
$    $,American,,Lodi,Lucky Kitchen,,,,
$    $,American,,Bronx,Good To Go,,,,
$    $,Filipino,,Bedford / Stuyvesant,Tama,,4.4 stars out of 5,(3),https://www.opentable.com/r/tama-brooklyn?corrid=16c11766-d39e-4a93-8b44-30b43af6188e#reviews
